date,tesla report,tesla good,tesla bad,tesla up,tesla down,tesla stock,facebook report,facebook good,facebook bad,facebook up,facebook down,facebook stock,microsoft report,microsoft good,microsoft bad,microsoft up,microsoft down,microsoft stock,amazon report,amazon good,amazon bad,amazon up,amazon down,amazon stock,google report,google good,google bad,google up,google down,google stock,uber report,uber good,uber bad,uber up,uber down,uber stock,lyft report,lyft good,lyft bad,lyft up,lyft down,lyft stock,apple report,apple good,apple bad,apple up,apple down,apple stock,snap report,snap good,snap bad,snap up,snap down,snap stock
2019-12-03 09:00:00,15,18,15,21,9,24,45,49,61,62,1,26,83,34,55,51,43,17,24,20,49,31,30,21,73,43,50,57,46,19,24,46,51,31,40,15,16,21,11,19,19,14,44,29,45,26,11,15,20,15,23,15,30,18
2019-12-03 10:00:00,23,19,18,21,21,24,55,44,59,62,1,27,67,39,61,49,36,19,19,19,41,28,30,22,72,39,47,50,42,20,35,32,13,32,12,17,10,6,10,7,9,15,38,26,37,27,11,20,14,22,25,16,15,17
2019-12-03 11:00:00,46,21,18,18,10,28,59,48,59,65,1,32,67,35,36,41,40,21,19,19,52,33,32,25,74,44,46,52,36,21,31,22,30,33,34,22,5,12,0,25,17,17,35,29,33,29,11,26,26,21,28,18,27,24
2019-12-03 12:00:00,38,22,16,33,14,36,60,51,58,60,1,38,62,24,45,48,33,31,23,21,44,33,29,34,62,45,45,55,42,22,40,21,45,31,29,31,9,17,9,23,31,25,36,30,39,27,10,33,49,25,16,22,19,41
2019-12-03 13:00:00,39,26,27,24,17,49,64,57,63,59,1,46,67,44,58,57,46,40,25,27,50,39,34,46,71,59,59,62,55,30,27,32,36,36,25,45,12,5,16,33,7,38,43,34,46,32,13,45,41,34,29,25,34,48
2019-12-03 14:00:00,55,32,23,27,24,77,67,59,60,64,1,75,86,43,85,69,45,67,30,31,56,44,48,74,87,76,81,74,66,49,43,42,54,43,38,79,28,10,15,22,7,72,58,36,50,35,17,79,29,25,28,32,37,80
2019-12-03 15:00:00,80,45,46,32,32,99,64,61,61,69,1,94,74,63,85,71,62,100,33,34,56,52,45,95,91,89,86,85,77,64,35,39,44,47,40,92,20,15,23,40,34,100,60,39,55,43,19,100,54,39,45,33,43,92
2019-12-03 16:00:00,66,60,27,34,28,96,65,65,70,69,2,93,82,60,73,82,58,83,36,41,64,55,61,94,93,93,88,84,78,61,69,37,25,47,32,100,32,21,16,43,21,95,58,38,60,47,22,96,80,47,49,32,31,87
2019-12-03 17:00:00,82,53,52,35,50,94,78,65,73,71,2,81,63,47,62,79,54,86,38,39,60,62,54,89,82,95,81,89,83,58,56,40,36,54,54,92,54,37,33,35,29,83,60,45,54,49,18,81,45,40,24,42,34,80
2019-12-03 18:00:00,51,52,40,40,45,87,71,71,83,64,2,86,66,56,64,74,60,81,43,47,79,66,61,86,90,95,99,89,87,58,62,60,88,61,48,91,30,49,17,49,22,74,63,44,68,51,24,83,31,34,31,32,52,83
2019-12-03 19:00:00,73,58,42,39,48,87,78,67,87,63,2,89,78,55,78,78,54,76,41,47,81,71,73,85,93,100,90,90,91,56,44,60,77,67,54,91,13,28,61,49,23,82,72,47,62,58,21,77,88,40,22,50,50,96
2019-12-03 20:00:00,60,66,39,41,45,92,80,74,99,62,2,85,90,60,94,82,52,72,47,51,90,79,77,85,84,91,84,88,72,53,56,67,72,56,22,90,28,59,45,66,40,79,63,49,71,56,22,80,59,64,50,49,46,89
2019-12-03 21:00:00,61,73,45,43,47,95,83,78,90,66,2,100,83,60,97,90,54,91,48,49,83,77,73,88,93,87,78,91,89,79,72,55,93,74,64,93,36,39,40,57,72,78,85,51,69,58,24,87,70,39,73,53,100,90
2019-12-03 22:00:00,83,69,49,32,70,88,94,79,91,64,2,91,69,72,83,84,53,74,48,55,78,73,71,81,100,86,73,95,100,100,59,59,51,77,65,86,29,38,23,73,41,74,79,58,85,69,27,75,80,68,67,47,51,85
2019-12-03 23:00:00,71,53,49,32,52,77,88,86,88,68,2,82,65,58,63,81,60,66,52,56,56,68,73,74,97,91,70,98,94,75,100,81,100,80,96,65,40,77,65,68,23,69,80,71,81,78,29,69,30,82,100,83,72,63
