,times,open,high,low,close,volume
0,2019-12-04 16:00:00,198.86,199.13,198.67,198.7,818604.0
1,2019-12-04 15:30:00,199.278,199.3,198.645,198.863,447666.0
2,2019-12-04 15:00:00,199.37,199.38,199.124,199.29,358941.0
3,2019-12-04 14:30:00,199.19,199.56,199.17,199.36,451722.0
4,2019-12-04 14:00:00,198.98,199.204,198.84,199.17,356871.0
5,2019-12-04 13:30:00,198.6,199.08,198.6,198.99,453448.0
6,2019-12-04 13:00:00,198.42,198.56,198.28,198.56,315958.0
7,2019-12-04 12:30:00,198.3732,198.51,198.108,198.4332,378642.0
8,2019-12-04 12:00:00,198.76,198.9,198.318,198.41,490841.0
9,2019-12-04 11:30:00,199.2772,199.33,198.4,198.7221,764968.0
10,2019-12-04 11:00:00,199.55,199.939,199.11,199.22,563311.0
11,2019-12-04 10:30:00,199.3674,200.0773,199.3566,199.5574,664149.0
12,2019-12-04 10:00:00,200.0,200.04,198.91,199.46,1501715.0
13,2019-12-03 16:00:00,198.48,198.89,198.1,198.83,1145831.0
14,2019-12-03 15:30:00,197.74,198.74,197.66,198.46,732471.0
15,2019-12-03 15:00:00,197.23,197.93,197.135,197.74,470453.0
16,2019-12-03 14:30:00,197.1564,197.443,196.92,197.2364,385309.0
17,2019-12-03 14:00:00,197.36,197.74,197.12,197.19,533368.0
18,2019-12-03 13:30:00,197.15,197.6,197.12,197.36,444167.0
19,2019-12-03 13:00:00,196.97,197.279,196.82,197.15,549425.0
20,2019-12-03 12:30:00,196.44,197.173,196.39,196.97,604637.0
21,2019-12-03 12:00:00,195.98,196.44,195.925,196.44,525625.0
22,2019-12-03 11:30:00,196.54,196.57,195.86,195.96,743036.0
23,2019-12-03 11:00:00,196.7,197.005,196.27,196.49,704869.0
24,2019-12-03 10:30:00,196.4238,196.97,196.05,196.7139,1009553.0
25,2019-12-03 10:00:00,197.36,197.585,195.2,196.44,2687128.0
26,2019-12-02 16:00:00,199.88,200.45,199.69,199.69,1229133.0
27,2019-12-02 15:30:00,200.26,200.26,199.75,199.9,384413.0
28,2019-12-02 15:00:00,200.2,200.5,200.05,200.23,463998.0
29,2019-12-02 14:30:00,199.9033,200.3784,199.5927,200.2003,462834.0
30,2019-12-02 14:00:00,199.74,199.965,199.685,199.9,340888.0
31,2019-12-02 13:30:00,199.29,199.94,199.23,199.75,471338.0
32,2019-12-02 13:00:00,199.38,199.58,199.165,199.3,492798.0
33,2019-12-02 12:30:00,199.5374,200.15,199.28,199.4074,866861.0
34,2019-12-02 12:00:00,199.1,199.76,198.82,199.55,657167.0
35,2019-12-02 11:30:00,198.3689,199.3595,198.2059,199.1049,744804.0
36,2019-12-02 11:00:00,199.07,199.12,198.24,198.34,784071.0
37,2019-12-02 10:30:00,199.3452,199.392,198.74,199.0852,1182939.0
38,2019-12-02 10:00:00,202.13,202.55,199.29,199.46,1897501.0
39,2019-11-29 13:00:00,202.67,202.76,201.66,201.68,1545465.0
40,2019-11-29 12:30:00,203.6899,203.69,202.662,202.68,830443.0
41,2019-11-29 12:00:00,203.1,203.74,202.98,203.69,626068.0
42,2019-11-29 11:30:00,203.2,203.35,202.91,203.15,708320.0
43,2019-11-29 11:00:00,202.78,203.447,202.65,203.22,764155.0
44,2019-11-29 10:30:00,203.06,203.13,202.65,202.78,711201.0
45,2019-11-29 10:00:00,201.6,203.17,201.34,203.05,1648950.0
46,2019-11-27 16:00:00,202.25,202.45,201.94,202.0,1271555.0
47,2019-11-27 15:30:00,202.36,202.52,202.17,202.24,630776.0
48,2019-11-27 15:00:00,202.67,202.81,202.35,202.35,496774.0
49,2019-11-27 14:30:00,202.6674,202.92,202.63,202.6636,421927.0
50,2019-11-27 14:00:00,202.98,203.11,202.6,202.67,567616.0
51,2019-11-27 13:30:00,202.3,203.065,202.2939,203.0031,823133.0
52,2019-11-27 13:00:00,201.81,202.6,201.77,202.3,805047.0
53,2019-11-27 12:30:00,202.1581,202.43,201.737,201.81,615070.0
54,2019-11-27 12:00:00,202.07,202.45,201.85,202.41,488458.0
55,2019-11-27 11:30:00,202.2081,202.28,201.815,202.1531,616118.0
56,2019-11-27 11:00:00,202.09,202.39,201.874,202.2,934218.0
57,2019-11-27 10:30:00,201.454,202.38,201.38,202.07,1741940.0
58,2019-11-27 10:00:00,199.9,201.49,199.7,201.49,2153379.0
59,2019-11-26 16:00:00,198.59,199.03,198.05,198.81,1400242.0
60,2019-11-26 15:30:00,199.02,199.04,198.41,198.59,614070.0
61,2019-11-26 15:00:00,198.98,199.045,198.94,199.0,306054.0
62,2019-11-26 14:30:00,198.85,199.1699,198.85,198.96,305809.0
63,2019-11-26 14:00:00,199.39,199.44,198.845,198.85,402529.0
64,2019-11-26 13:30:00,199.51,199.55,199.28,199.375,203633.0
65,2019-11-26 13:00:00,199.49,199.63,199.36,199.51,333704.0
66,2019-11-26 12:30:00,199.47,199.69,199.45,199.5,269915.0
