,times,open,high,low,close,volume
0,2019-12-04,29.1,29.2,28.7,29.06,22523220.0
1,2019-12-03,28.2,29.33,28.15,29.02,25386704.0
2,2019-12-02,29.32,29.525,28.7,28.98,17410719.0
3,2019-11-29,29.41,29.85,29.25,29.6,8115145.0
4,2019-11-27,29.42,29.59,28.88,29.49,22421386.0
5,2019-11-26,29.49,30.15,29.36,29.53,29625401.0
6,2019-11-25,28.69,29.6,28.38,29.11,37476153.0
7,2019-11-22,29.84,30.13,29.21,29.56,44372625.0
8,2019-11-21,28.67,29.6,28.5,29.46,54604950.0
9,2019-11-20,27.06,28.4,26.945,28.03,54015857.0
10,2019-11-19,26.77,27.22,26.61,27.05,34097549.0
11,2019-11-18,26.8,27.0,26.3,26.75,37295414.0
12,2019-11-15,26.18,26.8,25.955,26.79,41368595.0
13,2019-11-14,26.8,26.86,25.665,25.99,28001419.0
14,2019-11-13,26.47,26.82,26.14,26.71,34502521.0
15,2019-11-12,27.38,27.66,26.66,26.7,37070405.0
16,2019-11-11,27.03,27.21,26.23,27.14,41402436.0
17,2019-11-08,27.48,27.62,26.915,27.01,45253607.0
18,2019-11-07,26.8,27.42,26.45,27.38,65927562.0
19,2019-11-06,26.06,27.55,25.58,26.94,133538940.0
20,2019-11-05,29.13,29.3,27.97,28.02,52114741.0
21,2019-11-04,31.45,31.75,30.12,31.08,31914952.0
22,2019-11-01,31.45,31.7,30.7412,31.37,10449315.0
23,2019-10-31,33.23,33.36,31.26,31.5,16124616.0
24,2019-10-30,32.51,33.8,32.11,33.75,10837750.0
25,2019-10-29,32.37,32.92,31.8146,32.42,9338079.0
26,2019-10-28,32.9,33.355,32.5,33.22,7586889.0
27,2019-10-25,33.2,33.48,32.61,32.71,8102136.0
28,2019-10-24,33.0,33.42,32.51,33.28,6789028.0
29,2019-10-23,32.87,33.27,32.17,33.05,6833480.0
30,2019-10-22,31.41,33.89,30.22,32.53,19242183.0
31,2019-10-21,31.95,32.2828,31.185,31.41,7226900.0
32,2019-10-18,32.55,32.66,31.27,32.06,8073092.0
33,2019-10-17,31.8,32.93,31.45,32.62,7238010.0
34,2019-10-16,31.8,32.38,31.4376,31.87,7799878.0
35,2019-10-15,31.2,32.17,31.195,32.0,7903860.0
36,2019-10-14,30.22,31.54,29.8186,31.12,7965440.0
37,2019-10-11,28.95,30.4,28.94,30.13,10292793.0
38,2019-10-10,29.21,29.28,28.58,28.87,7776421.0
39,2019-10-09,29.62,29.62,28.81,29.07,7127738.0
40,2019-10-08,30.01,30.15,29.17,29.28,7792658.0
41,2019-10-07,30.6,30.75,29.83,30.37,10144841.0
42,2019-10-04,29.9,30.18,28.9,29.67,8632493.0
43,2019-10-03,28.97,29.88,28.52,29.72,9459343.0
44,2019-10-02,28.67,29.55,28.31,29.0,9367609.0
45,2019-10-01,30.37,30.51,28.65,29.15,13432250.0
46,2019-09-30,30.4,30.735,30.17,30.47,5016791.0
47,2019-09-27,31.71,31.9,30.13,30.29,11872338.0
48,2019-09-26,31.72,32.13,31.13,31.57,6061897.0
49,2019-09-25,31.27,31.72,30.76,31.68,7877219.0
50,2019-09-24,33.0,33.1453,31.01,31.3,10619428.0
51,2019-09-23,32.52,33.01,32.06,33.0,5518477.0
52,2019-09-20,33.98,34.2173,32.5,32.6,12019322.0
53,2019-09-19,34.2,34.64,33.68,33.82,6883131.0
54,2019-09-18,34.35,34.89,33.75,34.26,6624182.0
55,2019-09-17,34.75,34.75,33.55,34.29,5587663.0
56,2019-09-16,33.6,34.8,33.47,34.43,7957773.0
57,2019-09-13,34.25,34.435,32.94,33.25,9424110.0
58,2019-09-12,34.14,34.4862,33.33,34.07,7732741.0
59,2019-09-11,33.38,35.14,33.02,34.0,14686189.0
60,2019-09-10,32.0,33.74,31.65,33.51,10801078.0
61,2019-09-09,32.05,32.39,31.46,32.24,7442584.0
62,2019-09-06,32.71,32.74,31.41,31.86,7029647.0
63,2019-09-05,32.33,33.03,32.25,32.51,7936141.0
64,2019-09-04,30.91,32.36,30.85,31.99,10361778.0
65,2019-09-03,32.1,32.53,30.665,30.7,12180380.0
66,2019-08-30,33.0,33.13,32.04,32.57,6634224.0
67,2019-08-29,32.9,33.3,32.6,32.76,5811175.0
