,times,open,high,low,close,volume
86,2019-08-02,205.53,206.43,201.63,204.02,40862122.0
87,2019-08-01,213.9,218.03,206.7435,208.43,54017922.0
88,2019-07-31,216.42,221.37,211.3,213.04,69281361.0
89,2019-07-30,208.76,210.16,207.31,208.78,33935718.0
90,2019-07-29,208.46,210.64,208.44,209.68,21673389.0
91,2019-07-26,207.48,209.73,207.14,207.74,17618874.0
92,2019-07-25,208.89,209.24,206.73,207.02,13909535.0
93,2019-07-24,207.67,209.15,207.17,208.67,14991567.0
94,2019-07-23,208.46,208.91,207.29,208.84,18355210.0
95,2019-07-22,203.65,207.23,203.61,207.22,22277932.0
96,2019-07-19,205.79,206.5,202.36,202.59,20929307.0
97,2019-07-18,204.0,205.88,203.7,205.66,18582161.0
98,2019-07-17,204.05,205.0915,203.27,203.35,14107450.0
99,2019-07-16,204.59,206.11,203.5,204.5,16866816.0
